"Player","EH_ID","API ID","Season","Team","Position","Shoots","Birthday","Age","Draft Yr","Draft Rd","Draft Ov","GP","TOI","G","A1","A2","Points","iSF","iFF","iCF","ixG","Sh%","FSh%","xFSh%","iBLK","GIVE","TAKE","iHF","iHA","iPENT2","iPEND2","iPENT5","iPEND5","iPEN±","FOW","FOL","FO±"
"Brayden McNabb","BRAYDEN.MCNABB","8475188","21-22","VGK","D","L",1991-01-21,30,2009,3,66,57,1122.43,2,3,7,12,64,105,152,2.95,3.12,1.9,2.81,147,19,30,119,136,12,10,2,2,-2,0,0,0
"Brayden Point","BRAYDEN.POINT","8478010","21-22","T.B","C","R",1996-03-13,25,2014,3,79,53,1035.65,26,12,15,53,146,212,244,21.72,17.81,12.26,10.25,16,18,28,55,57,6,12,3,3,6,277,262,15
"Brayden Schenn","BRAYDEN.SCHENN","8475170","21-22","STL","C","L",1991-08-22,30,2009,1,5,51,899.68,19,20,6,45,92,122,161,12.32,20.65,15.57,10.1,14,20,29,97,35,7,5,3,3,-2,213,227,-14
"Brendan Gallagher","BRENDAN.GALLAGHER","8475848","21-22","MTL","R","R",1992-05-06,29,2010,5,147,43,653.37,5,7,2,14,110,147,184,15.44,4.55,3.4,10.5,23,15,13,43,51,18,26,1,1,8,10,20,-10
"Brendan Gaunce","BRENDAN.GAUNCE","8476867","21-22","CBJ","C","L",1994-03-25,27,2012,1,26,18,144.83,4,1,1,6,28,39,44,2.7,14.29,10.26,6.92,6,1,2,27,7,3,1,0,0,-2,26,22,4
"Brendan Guhle","BRENDAN.GUHLE","8478425","21-22","ANA","D","L",1997-07-29,24,2015,2,51,6,88,0,0,0,0,6,13,18,0.41,0,0,3.15,4,5,0,11,10,0,0,0,0,0,0,0,0
"Brendan Lemieux","BRENDAN.LEMIEUX","8477962","21-22","L.A","L","L",1996-03-15,25,2014,2,31,44,484.53,8,2,1,11,63,97,126,6.76,12.7,8.25,6.97,15,13,9,108,54,13,14,8,7,0,11,12,-1
"Brendan Perlini","BRENDAN.PERLINI","8477943","21-22","EDM","L","L",1996-04-27,25,2014,1,12,23,192.57,4,1,0,5,24,34,44,2,16.67,11.76,5.88,3,2,3,29,12,3,0,0,0,-3,0,1,-1
"Brendan Smith","BRENDAN.SMITH","8474090","21-22","CAR","D","L",1989-02-08,32,2007,1,27,34,475.35,3,0,2,5,42,57,92,1.34,7.14,5.26,2.35,30,8,10,59,59,10,8,2,2,-2,0,0,0
"Brenden Dillon","BRENDEN.DILLON","8475455","21-22","WPG","D","L",1990-11-13,30,2009,NA,NA,66,1266.02,2,5,12,19,77,119,187,3.25,2.6,1.68,2.73,93,40,14,184,73,19,8,5,5,-11,0,0,0
"Brent Burns","BRENT.BURNS","8470613","21-22","S.J","D","R",1985-03-09,36,2003,1,20,67,1757.45,8,20,16,44,172,241,366,6.96,4.65,3.32,2.89,121,72,50,47,46,17,7,0,0,-10,0,1,-1
"Brett Connolly","BRETT.CONNOLLY","8475792","21-22","CHI","R","R",1992-05-02,29,2010,1,6,9,75.57,0,1,0,1,6,9,13,0.57,0,0,6.33,3,0,2,7,2,0,0,1,0,-1,0,0,0
"Brett Howden","BRETT.HOWDEN","8479353","21-22","VGK","C","L",1998-03-29,23,2016,1,27,47,500.82,9,6,5,20,39,60,69,6.24,23.08,15,10.4,36,14,13,62,61,6,7,0,0,1,140,151,-11
"Brett Kulak","BRETT.KULAK","8476967","21-22","EDM","D","L",1994-01-06,27,2012,4,105,5,87.42,0,0,1,1,6,7,11,0.24,0,0,3.43,4,4,1,8,8,1,1,0,0,0,0,0,0
"Brett Kulak","BRETT.KULAK","8476967","21-22","MTL","D","L",1994-01-06,27,2012,4,105,56,1006.35,3,5,5,13,63,79,122,1.91,4.76,3.8,2.42,48,46,15,64,88,14,10,1,1,-4,0,0,0
"Brett Leason","BRETT.LEASON","8481517","21-22","WSH","R","R",1999-04-30,22,2019,2,56,36,322.4,3,2,1,6,45,54,67,2.87,6.67,5.56,5.31,14,4,9,16,29,2,0,0,0,-2,3,5,-2
"Brett Murray","BRETT.MURRAY","8479419","21-22","BUF","L","L",1998-07-20,23,2016,4,99,19,246.3,2,3,1,6,14,22,25,2.88,14.29,9.09,13.09,2,5,4,17,16,4,4,1,1,0,0,0,0
"Brett Pesce","BRETT.PESCE","8477488","21-22","CAR","D","R",1994-11-15,26,2013,3,66,56,1222.45,7,9,7,23,124,168,242,5.11,5.65,4.17,3.04,78,26,35,34,49,10,7,1,1,-3,0,0,0
"Brett Ritchie","BRETT.RITCHIE","8476439","21-22","CGY","R","R",1993-07-01,28,2011,2,44,31,301,1,0,0,1,46,64,78,4.04,2.17,1.56,6.31,4,7,2,53,25,12,5,1,1,-7,0,2,-2
"Brian Boyle","BRIAN.BOYLE","8470619","21-22","PIT","C","L",1984-12-18,36,2003,1,26,55,602,9,4,2,15,79,99,111,7.1,11.39,9.09,7.17,33,9,13,78,43,5,5,3,3,0,148,175,-27
"Brian Dumoulin","BRIAN.DUMOULIN","8475208","21-22","PIT","D","L",1991-09-06,30,2009,2,51,63,1383.57,3,3,11,17,79,118,158,3.1,3.8,2.54,2.63,120,37,31,69,145,8,4,0,0,-4,0,0,0
"Brock Boeser","BROCK.BOESER","8478444","21-22","VAN","R","R",1997-02-25,24,2015,1,23,63,1170.52,19,7,12,38,174,250,343,20.17,10.92,7.6,8.07,21,20,28,30,29,9,10,0,0,1,11,13,-2
"Brock McGinn","BROCK.MCGINN","8476934","21-22","PIT","L","L",1994-02-02,27,2012,2,47,56,841.65,11,6,1,18,91,118,142,9.29,12.09,9.32,7.87,44,17,16,85,80,5,9,0,0,4,15,28,-13
"Brock Nelson","BROCK.NELSON","8475754","21-22","NYI","C","L",1991-10-15,29,2010,1,30,58,1025.97,32,10,7,49,140,178,235,19.42,22.86,17.98,10.91,39,33,36,29,58,14,16,1,1,2,386,394,-8
"Bryan Rust","BRYAN.RUST","8475810","21-22","PIT","R","R",1992-05-11,29,2010,3,80,47,888.07,22,22,12,56,149,205,243,20.92,14.77,10.73,10.2,19,29,17,30,56,6,9,0,0,3,1,5,-4
"Buddy Robinson","BUDDY.ROBINSON","8477210","21-22","ANA","R","R",1991-09-30,29,2010,NA,NA,30,272.62,1,3,2,6,36,44,49,2.86,2.78,2.27,6.5,10,6,5,52,13,2,2,3,3,0,0,5,-5
"Cal Clutterbuck","CAL.CLUTTERBUCK","8473504","21-22","NYI","R","R",1987-11-18,33,2006,3,72,59,827.97,6,1,8,15,74,95,113,8.11,8.11,6.32,8.54,23,14,21,229,85,5,13,0,0,8,11,4,7
"Cal Foote","CAL.FOOTE","8479984","21-22","T.B","D","R",1998-12-13,22,2017,1,14,44,579.22,1,4,3,8,38,62,96,1.65,2.63,1.61,2.66,47,10,4,67,71,7,6,1,1,-1,0,0,0
"Cale Makar","CALE.MAKAR","8480069","21-22","COL","D","R",1998-10-30,22,2017,1,4,64,1636.12,24,25,26,75,197,258,406,10.63,12.18,9.3,4.12,88,30,35,77,61,10,14,0,0,4,0,0,0
"Caleb Jones","CALEB.JONES","8478452","21-22","CHI","D","L",1997-06-06,24,2015,4,117,44,731.32,4,2,7,13,45,56,84,1.87,8.89,7.14,3.34,51,23,14,69,66,7,7,0,0,0,0,0,0
"Calen Addison","CALEN.ADDISON","8480884","21-22","MIN","D","R",2000-04-11,21,2018,2,53,15,206.83,2,1,1,4,17,24,36,0.64,11.76,8.33,2.67,6,1,0,12,14,1,4,0,0,3,0,0,0
"Calle Jarnkrok","CALLE.JARNKROK","8475714","21-22","CGY","C","R",1991-09-25,29,2010,2,51,7,99.83,0,2,0,2,11,16,21,1.54,0,0,9.62,1,0,1,7,4,1,2,0,0,1,56,43,13
"Calle Jarnkrok","CALLE.JARNKROK","8475714","21-22","SEA","C","R",1991-09-25,29,2010,2,51,49,823.32,12,3,11,26,82,114,139,9.34,14.63,10.53,8.19,14,12,21,28,59,1,7,0,0,6,129,132,-3
"Calle Rosen","CALLE.ROSEN","8480157","21-22","STL","D","L",1994-02-02,27,2012,NA,NA,9,129.12,0,0,2,2,7,9,17,0.41,0,0,4.56,10,6,0,3,10,2,1,0,0,-1,0,0,0
"Calvin De Haan","CALVIN.DE HAAN","8475177","21-22","CHI","D","L",1991-05-09,30,2009,1,12,63,1200.12,3,2,2,7,100,142,207,3.45,3,2.11,2.43,161,53,16,130,72,13,9,1,1,-4,0,0,0
"Cam Atkinson","CAM.ATKINSON","8474715","21-22","PHI","R","R",1989-06-05,32,2008,6,157,67,1234.52,23,20,7,50,203,255,308,23.17,11.33,9.02,9.09,42,27,34,18,37,5,5,0,0,0,4,11,-7
"Cam Dineen","CAM.DINEEN","8479341","21-22","ARI","D","L",1998-06-19,23,2016,3,68,22,334.22,0,2,4,6,33,51,67,1.58,0,0,3.1,27,11,3,14,46,1,3,0,0,2,0,0,0
"Cam Fowler","CAM.FOWLER","8475764","21-22","ANA","D","L",1991-12-05,29,2010,1,12,66,1600.47,8,16,12,36,109,152,273,6.51,7.34,5.26,4.28,100,37,26,33,76,7,4,0,0,-3,0,0,0
"Cam York","CAM.YORK","8481546","21-22","PHI","D","L",2001-01-05,20,2019,1,14,24,445.02,2,5,1,8,22,33,51,1.1,9.09,6.06,3.33,30,8,4,18,44,2,3,0,0,1,0,0,0
"Carl Grundstrom","CARL.GRUNDSTROM","8479336","21-22","L.A","R","L",1997-12-01,23,2016,2,57,46,501.98,8,4,1,13,71,97,118,6.99,11.27,8.25,7.21,13,9,10,112,58,8,5,0,0,-3,5,11,-6
"Carl Hagelin","CARL.HAGELIN","8474176","21-22","WSH","L","L",1988-08-23,33,2007,6,168,53,754.57,3,5,6,14,71,96,117,7.76,4.23,3.12,8.08,12,15,14,32,44,10,6,0,0,-4,4,10,-6
"Carson Soucy","CARSON.SOUCY","8477369","21-22","SEA","D","L",1994-07-27,27,2013,5,137,50,869.83,9,6,2,17,78,95,132,3.18,11.54,9.47,3.35,55,23,19,96,80,12,3,1,1,-9,0,0,0
"Carter Rowney","CARTER.ROWNEY","8477240","21-22","DET","C/R","R",1989-05-10,32,2007,NA,NA,26,277.38,4,1,1,6,15,21,27,2.38,26.67,19.05,11.33,20,5,4,36,23,0,2,0,0,2,74,91,-17
"Carter Verhaeghe","CARTER.VERHAEGHE","8477409","21-22","FLA","C","L",1995-08-14,26,2013,3,82,66,1068.38,21,18,11,50,137,194,260,17.18,15.33,10.82,8.86,14,42,58,37,116,22,12,0,0,-10,15,7,8
"Casey Cizikas","CASEY.CIZIKAS","8475231","21-22","NYI","C","L",1991-02-27,30,2009,4,92,60,828.18,9,4,1,14,71,104,119,8.43,12.68,8.65,8.11,38,25,27,116,86,20,16,0,0,-4,435,354,81
"Casey Fitzgerald","CASEY.FITZGERALD","8479578","21-22","BUF","D","R",1997-02-25,24,2016,3,86,25,441.87,0,3,1,4,29,35,49,0.84,0,0,2.4,27,11,8,59,33,2,4,4,4,2,0,0,0
"Casey Mittelstadt","CASEY.MITTELSTADT","8479999","21-22","BUF","C","L",1998-11-22,22,2017,1,8,27,434.25,3,3,6,12,52,65,81,4.73,5.77,4.62,7.28,10,12,9,9,35,1,3,0,0,2,139,171,-32
"Cedric Paquette","CEDRIC.PAQUETTE","8476975","21-22","MTL","C","L",1993-08-13,28,2012,4,101,24,212.65,0,1,1,2,16,21,26,1.29,0,0,6.14,14,4,5,58,13,5,1,1,0,-5,31,73,-42
"Chad Ruhwedel","CHAD.RUHWEDEL","8477244","21-22","PIT","D","R",1990-05-07,31,2008,NA,NA,65,994.07,3,3,4,10,72,108,150,2.4,4.17,2.78,2.22,64,15,15,128,73,6,11,0,0,5,0,0,0
"Chandler Stephenson","CHANDLER.STEPHENSON","8476905","21-22","VGK","C","L",1994-04-22,27,2012,3,77,67,1294.5,17,13,23,53,102,129,159,14.69,16.67,13.18,11.39,39,30,37,58,127,13,14,0,0,1,530,506,24
"Charlie Coyle","CHARLIE.COYLE","8475745","21-22","BOS","C","R",1992-03-02,29,2010,1,28,67,1164.78,14,15,9,38,100,146,169,13.22,14,9.59,9.05,36,36,27,78,59,11,11,0,0,0,430,465,-35
"Charlie McAvoy","CHARLIE.MCAVOY","8479325","21-22","BOS","D","R",1997-12-21,23,2016,1,14,64,1571.3,8,11,26,45,130,178,234,6.93,6.15,4.49,3.89,103,61,23,129,158,22,17,2,3,-4,0,0,0
"Chase Priskie","CHASE.PRISKIE","8479597","21-22","FLA","D","R",1996-03-19,25,2016,6,177,4,56.02,0,0,0,0,4,5,7,0.26,0,0,5.2,3,4,1,3,6,1,1,0,0,0,0,0,0
"Chris Kreider","CHRIS.KREIDER","8475184","21-22","NYR","C/L","L",1991-04-30,30,2009,1,19,69,1293.32,46,8,11,65,218,291,344,32.22,21.1,15.81,11.07,35,39,20,128,42,10,5,0,0,-5,61,55,6
"Chris Tanev","CHRIS.TANEV","8475690","21-22","CGY","D","R",1989-12-20,31,2008,NA,NA,67,1374.1,5,10,9,24,72,107,148,2.67,6.94,4.67,2.5,119,50,25,40,166,9,6,0,0,-3,0,0,0
"Chris Tierney","CHRIS.TIERNEY","8476919","21-22","OTT","C","L",1994-07-01,27,2012,2,55,58,742.82,6,1,11,18,66,91,110,7.73,9.09,6.59,8.49,27,31,23,36,43,6,3,0,0,-3,235,251,-16
"Chris Wideman","CHRIS.WIDEMAN","8475227","21-22","MTL","D","R",1990-01-07,31,2009,4,100,55,817.45,3,9,10,22,65,87,130,2.77,4.62,3.45,3.18,35,45,13,38,80,18,7,1,1,-11,0,0,0
"Christian Dvorak","CHRISTIAN.DVORAK","8477989","21-22","MTL","L","L",1996-02-02,25,2014,2,58,42,739.53,9,10,1,20,67,88,108,9.22,13.43,10.23,10.48,45,22,11,26,48,7,11,0,0,4,418,326,92
"Christian Fischer","CHRISTIAN.FISCHER","8478432","21-22","ARI","R","R",1997-04-15,24,2015,2,32,53,695.08,5,4,1,10,76,95,123,7.73,6.58,5.26,8.14,22,24,17,91,75,7,13,0,0,6,76,147,-71
"Christian Jaros","CHRISTIAN.JAROS","8478868","21-22","N.J","D","R",1996-04-02,25,2015,5,139,11,121.12,0,0,0,0,9,14,21,0.64,0,0,4.57,10,5,1,21,13,1,1,0,0,0,0,0,0
"Christian Wolanin","CHRISTIAN.WOLANIN","8478846","21-22","L.A","D","L",1995-03-17,26,2015,4,107,8,123.97,1,1,0,2,5,7,11,0.31,20,14.29,4.43,11,3,4,5,5,1,1,0,0,0,0,0,0
"Clark Bishop","CLARK.BISHOP","8478056","21-22","OTT","C","L",1996-03-29,25,2014,5,127,9,75.08,0,0,1,1,8,16,22,0.83,0,0,5.19,3,2,0,12,12,3,4,0,0,1,3,3,0
"Claude Giroux","CLAUDE.GIROUX","8473512","21-22","FLA","C/R","R",1988-01-12,33,2006,1,22,5,98.68,0,1,4,5,15,20,30,1.33,0,0,6.65,0,3,1,7,2,2,3,0,0,1,45,40,5
"Claude Giroux","CLAUDE.GIROUX","8473512","21-22","PHI","C/R","R",1988-01-12,33,2006,1,22,57,1095.5,18,10,13,41,154,198,249,12.09,11.69,9.09,6.11,15,26,21,48,44,10,19,0,0,9,587,377,210
"Clayton Keller","CLAYTON.KELLER","8479343","21-22","ARI","C/R","L",1998-07-29,23,2016,1,7,67,1349.3,28,22,13,63,177,228,274,20.84,15.82,12.28,9.14,31,53,61,17,87,14,23,0,0,9,29,39,-10
"Cody Ceci","CODY.CECI","8476879","21-22","EDM","D","R",1993-12-21,27,2012,1,15,65,1354.53,4,6,14,24,91,118,181,2.8,4.4,3.39,2.37,100,32,8,97,127,7,2,0,0,-5,0,0,0
"Cody Eakin","CODY.EAKIN","8475236","21-22","BUF","C","L",1991-05-24,30,2009,3,85,64,873.22,4,2,5,11,72,90,113,4.89,5.56,4.44,5.43,27,14,20,32,29,10,7,0,0,-3,438,353,85
"Cole Caufield","COLE.CAUFIELD","8481540","21-22","MTL","R","R",2001-01-02,20,2019,1,15,53,864.72,14,12,7,33,142,197,249,14.77,9.86,7.11,7.5,6,21,22,16,32,4,16,0,0,12,5,3,2
"Cole Perfetti","COLE.PERFETTI","8482149","21-22","WPG","C","L",2002-01-01,19,2020,1,10,18,254.67,2,5,0,7,21,34,48,2.75,9.52,5.88,8.09,2,5,7,17,19,0,2,0,0,2,0,3,-3
"Cole Sillinger","COLE.SILLINGER","8482705","21-22","CBJ","C","L",2003-05-16,18,2021,1,12,65,880.52,11,5,5,21,122,168,209,12.65,9.02,6.55,7.53,36,17,17,74,51,11,12,1,1,1,288,319,-31
"Cole Smith","COLE.SMITH","8482062","21-22","NSH","L","L",1995-10-28,25,2014,NA,NA,8,70.68,0,0,0,0,3,4,6,0.22,0,0,5.5,1,2,3,21,8,0,1,0,0,1,0,1,-1
"Colin Blackwell","COLIN.BLACKWELL","8476278","21-22","SEA","C","R",1993-03-28,28,2011,7,194,39,487.07,8,4,5,17,61,74,97,5.81,13.11,10.81,7.85,16,12,12,57,30,2,3,0,0,1,39,45,-6
"Colin Miller","COLIN.MILLER","8476525","21-22","BUF","D","R",1992-10-29,28,2012,5,151,36,688.53,2,7,5,14,46,70,98,1.61,4.35,2.86,2.3,40,10,6,45,46,8,5,1,1,-3,0,0,0
"Colin White (C)","COLIN.WHITE2","8478400","21-22","OTT","C","R",1997-01-30,24,2015,1,21,17,262.87,2,4,2,8,36,45,52,4.84,5.56,4.44,10.76,2,9,2,18,21,1,1,0,0,0,50,51,-1
"Colton Parayko","COLTON.PARAYKO","8476892","21-22","STL","D","R",1993-05-12,28,2012,3,86,65,1564.8,6,6,15,27,114,155,204,6.54,5.26,3.87,4.22,147,39,37,69,106,8,15,0,0,7,0,0,0
"Colton Sceviour","COLTON.SCEVIOUR","8474098","21-22","EDM","C","R",1989-04-20,32,2007,4,112,35,331.57,2,2,1,5,38,53,60,3.15,5.26,3.77,5.94,20,10,9,41,29,3,3,2,2,0,29,33,-4
"Colton Sissons","COLTON.SISSONS","8476925","21-22","NSH","C","R",1993-11-05,27,2012,2,50,65,1040.98,6,10,11,27,72,109,129,9.87,8.33,5.5,9.06,32,21,13,152,63,12,5,0,0,-7,585,455,130
"Colton White","COLTON.WHITE","8478841","21-22","N.J","D","L",1997-05-03,24,2015,4,97,25,325.13,0,1,3,4,18,30,44,0.84,0,0,2.8,12,10,1,17,63,4,2,0,0,-2,0,0,0
"Connor Brown","CONNOR.BROWN","8477015","21-22","OTT","R","R",1994-01-14,27,2012,6,156,53,1067.73,10,15,12,37,106,148,197,12.35,9.43,6.76,8.34,34,45,42,11,60,3,16,0,0,13,42,59,-17
"Connor Bunnaman","CONNOR.BUNNAMAN","8479382","21-22","PHI","C","L",1998-04-16,23,2016,4,109,15,150.15,0,0,0,0,10,15,17,1.07,0,0,7.13,2,2,0,17,10,2,1,0,0,-1,57,50,7
"Connor Clifton","CONNOR.CLIFTON","8477365","21-22","BOS","D","R",1995-04-28,26,2013,5,133,49,788.9,2,3,3,8,65,88,122,2.03,3.08,2.27,2.31,51,10,16,127,137,10,9,2,2,-1,0,0,0
"Connor Dewar","CONNOR.DEWAR","8480980","21-22","MIN","C","L",1999-06-26,22,2018,3,92,30,295.2,2,2,1,5,38,50,72,2.68,5.26,4,5.36,18,5,6,41,31,5,9,1,1,4,50,60,-10
"Connor McDavid","CONNOR.MCDAVID","8478402","21-22","EDM","C","L",1997-01-13,24,2015,1,1,68,1514.43,39,38,25,102,274,345,419,39.93,14.23,11.3,11.57,23,64,58,63,104,13,46,1,0,32,465,406,59
"Connor McMichael","CONNOR.MCMICHAEL","8481580","21-22","WSH","C","L",2001-01-15,20,2019,1,25,63,661.2,9,7,2,18,99,127,152,11.51,9.09,7.09,9.06,19,10,15,40,33,5,5,0,0,0,128,177,-49
"Connor Murphy","CONNOR.MURPHY","8476473","21-22","CHI","D","R",1993-03-26,28,2011,1,20,57,1240.28,4,2,4,10,71,98,150,2.52,5.63,4.08,2.57,150,47,19,130,136,21,11,1,2,-9,0,0,0
"Conor Garland","CONOR.GARLAND","8478856","21-22","VAN","R","R",1996-03-11,25,2015,5,123,64,1031.42,14,15,7,36,172,216,272,14.26,8.14,6.48,6.6,15,30,40,47,96,12,31,0,0,19,3,5,-2
"Conor Sheary","CONOR.SHEARY","8477839","21-22","WSH","L","L",1992-06-08,29,2010,NA,NA,58,898.88,16,10,8,34,110,153,178,13.21,14.55,10.46,8.63,37,11,31,38,76,7,14,0,0,7,10,14,-4
"Conor Timmins","CONOR.TIMMINS","8479982","21-22","ARI","D","R",1998-09-18,22,2017,2,32,6,106.48,0,0,0,0,5,10,17,0.33,0,0,3.3,9,2,3,7,8,0,0,0,0,0,0,0,0
"Corey Perry","COREY.PERRY","8470621","21-22","T.B","R","R",1985-05-16,36,2003,1,28,67,905.93,16,14,3,33,125,166,194,18.24,12.8,9.64,10.99,24,20,15,61,92,21,24,1,1,3,0,2,-2
"Corey Schueneman","COREY.SCHUENEMAN","8481461","21-22","MTL","D","L",1995-09-02,26,2013,NA,NA,18,292.32,1,2,1,4,24,35,46,1.12,4.17,2.86,3.2,28,10,6,9,31,4,3,0,0,-1,0,0,0
"Craig Smith","CRAIG.SMITH","8475225","21-22","BOS","C","R",1989-09-05,32,2009,4,98,59,854.03,15,10,6,31,151,198,256,12.37,9.93,7.58,6.25,23,24,18,79,78,14,13,0,0,-1,2,8,-6
"Curtis Lazar","CURTIS.LAZAR","8477508","21-22","BOS","C","R",1995-02-02,26,2013,1,17,56,664.83,7,4,3,14,72,95,114,7.45,9.72,7.37,7.84,41,8,13,146,97,6,9,0,0,3,107,111,-4
"Dakota Joshua","DAKOTA.JOSHUA","8478057","21-22","STL","C","L",1996-05-15,25,2014,5,128,25,204.92,2,2,1,5,19,26,32,2.65,10.53,7.69,10.19,9,8,7,64,31,2,2,2,2,0,39,33,6
"Damon Severson","DAMON.SEVERSON","8476923","21-22","N.J","D","R",1994-08-07,27,2012,2,60,65,1538.55,10,16,12,38,140,196,275,7.83,7.14,5.1,3.99,76,48,38,66,85,24,5,1,1,-19,0,0,0
"Dan Renouf","DAN.RENOUF","8479252","21-22","DET","D","L",1994-06-01,27,2012,NA,NA,4,56.02,0,0,0,0,3,4,5,0.06,0,0,1.5,2,1,1,4,4,1,1,1,1,0,0,0,0
"Daniel O'Regan","DANIEL.O'REGAN","8476982","21-22","ANA","C","R",1994-01-30,27,2012,5,138,5,50.28,0,1,0,1,2,2,6,0.22,0,0,11,4,0,1,3,5,0,0,0,0,0,11,17,-6
"Daniel Sprong","DANIEL.SPRONG","8478466","21-22","SEA","R","R",1997-03-17,24,2015,2,46,5,71.27,3,0,0,3,20,28,32,1.76,15,10.71,6.29,0,1,1,4,3,0,3,0,0,3,0,0,0
"Daniel Sprong","DANIEL.SPRONG","8478466","21-22","WSH","R","R",1997-03-17,24,2015,2,46,47,599.12,8,4,2,14,102,145,179,9.75,7.84,5.52,6.72,12,17,15,35,40,4,2,0,0,-2,0,2,-2
"Daniil Miromanov","DANIIL.MIROMANOV","8482624","21-22","VGK","D","R",1997-07-11,24,2015,NA,NA,11,107.62,0,0,1,1,15,21,32,0.61,0,0,2.9,6,2,1,5,12,1,2,0,0,1,0,0,0
"Danny Dekeyser","DANNY.DEKEYSER","8477215","21-22","DET","D","L",1990-03-07,31,2008,NA,NA,45,832.63,0,4,3,7,51,64,100,2.21,0,0,3.45,85,12,5,31,38,6,0,0,0,-6,0,0,0
"Dante Fabbro","DANTE.FABBRO","8479371","21-22","NSH","D","R",1998-06-20,23,2016,1,17,53,1013.67,1,10,7,18,69,100,146,2.55,1.45,1,2.55,76,23,15,48,101,11,8,0,0,-3,0,0,0
"Danton Heinen","DANTON.HEINEN","8478046","21-22","PIT","L","L",1995-07-05,26,2014,4,116,63,831.72,14,8,5,27,111,150,181,14.26,12.61,9.33,9.51,28,22,28,61,78,7,7,0,0,0,0,3,-3
"Darnell Nurse","DARNELL.NURSE","8477498","21-22","EDM","D","L",1995-02-04,26,2013,1,7,62,1583.02,8,10,13,31,184,258,368,9.39,4.35,3.1,3.64,117,66,28,177,55,24,9,0,0,-15,0,0,0
"Darren Helm","DARREN.HELM","8471794","21-22","COL","C","L",1987-01-21,34,2005,5,132,55,567.22,6,3,2,11,77,94,116,7.76,7.79,6.38,8.26,21,5,21,92,43,4,3,0,0,-1,60,82,-22
"David Kampf","DAVID.KAMPF","8480144","21-22","TOR","C","L",1995-01-12,26,2013,NA,NA,67,1009.53,9,8,5,22,82,109,134,9.63,10.98,8.26,8.83,21,17,20,64,84,9,11,0,0,2,503,443,60
"David Pastrnak","DAVID.PASTRNAK","8477956","21-22","BOS","R","R",1996-05-25,25,2014,1,25,67,1249.85,38,24,9,71,295,416,530,28.81,12.88,9.13,6.93,12,73,32,63,84,10,20,0,0,10,6,13,-7
"David Perron","DAVID.PERRON","8474102","21-22","STL","L","R",1988-05-28,33,2007,1,26,53,903.35,23,8,15,46,144,187,257,13.72,15.97,12.3,7.34,10,15,28,70,46,17,14,0,0,-3,1,3,-2
"David Savard","DAVID.SAVARD","8475233","21-22","MTL","D","R",1990-10-22,30,2009,4,94,48,998.62,3,4,6,13,50,67,96,2.97,6,4.48,4.43,103,44,7,111,59,15,8,0,0,-7,0,0,0
"Dawson Mercer","DAWSON.MERCER","8482110","21-22","N.J","C","R",2001-10-27,19,2020,1,18,67,1099.17,16,18,3,37,127,162,208,15.11,12.6,9.88,9.33,30,45,47,19,102,11,15,0,0,4,173,322,-149
"Dean Kukan","DEAN.KUKAN","8478567","21-22","CBJ","D","L",1993-07-08,28,2011,NA,NA,36,579.45,3,1,6,10,37,48,63,1.94,8.11,6.25,4.04,31,12,8,30,40,7,4,0,0,-3,0,0,0
"Denis Gurianov","DENIS.GURIANOV","8478495","21-22","DAL","R","L",1997-06-07,24,2015,1,12,61,871.53,11,11,7,29,129,174,241,11.54,8.53,6.32,6.63,28,39,9,60,44,8,8,0,0,0,0,0,0
"Dennis Cholowski","DENNIS.CHOLOWSKI","8479395","21-22","WSH","D","L",1998-02-15,23,2016,1,20,7,95.08,0,0,1,1,3,6,10,0.14,0,0,2.33,9,4,1,3,3,1,1,0,0,0,0,0,0
"Derek Forbort","DEREK.FORBORT","8475762","21-22","BOS","D","L",1992-03-04,29,2010,1,15,62,1134.13,4,1,6,11,51,71,106,1.46,7.84,5.63,2.06,80,27,13,106,102,12,10,2,2,-2,0,0,0
"Derek Grant","DEREK.GRANT","8474683","21-22","ANA","C","L",1990-04-20,31,2008,4,119,62,888.65,12,7,2,21,104,137,169,11.78,11.54,8.76,8.6,42,15,16,66,34,6,3,1,1,-3,181,176,5
"Derek Ryan","DEREK.RYAN","8478585","21-22","EDM","C","R",1986-12-29,34,2005,NA,NA,62,702.08,8,5,5,18,59,77,93,6.75,13.56,10.39,8.77,27,14,21,27,51,3,4,0,0,1,250,190,60
"Derek Stepan","DEREK.STEPAN","8474613","21-22","CAR","C","R",1990-06-18,31,2008,2,51,51,552.38,8,5,3,16,87,113,131,8.78,9.2,7.08,7.77,25,12,22,29,46,6,4,0,0,-2,221,175,46
"Derick Brassard","DERICK.BRASSARD","8473544","21-22","EDM","C","L",1987-09-22,33,2006,1,6,5,51.13,2,0,0,2,8,8,10,0.88,25,25,11,0,1,0,9,9,1,0,0,0,-1,8,4,4
"Derick Brassard","DERICK.BRASSARD","8473544","21-22","PHI","C","L",1987-09-22,33,2006,1,6,31,445.47,6,7,3,16,46,52,65,4.59,13.04,11.54,8.83,4,8,9,61,24,5,5,0,0,0,158,150,8
"Derrick Pouliot","DERRICK.POULIOT","8476884","21-22","SEA","D","L",1994-01-16,27,2012,1,8,4,63.85,0,0,1,1,4,9,13,0.21,0,0,2.33,5,4,1,4,3,0,0,0,0,0,0,0,0
