"Player","EH_ID","API ID","Season","Team","Position","Shoots","Birthday","Age","Draft Yr","Draft Rd","Draft Ov","GP","TOI","G","A1","A2","Points","iSF","iFF","iCF","ixG","Sh%","FSh%","xFSh%","iBLK","GIVE","TAKE","iHF","iHA","iPENT2","iPEND2","iPENT5","iPEND5","iPEN±","FOW","FOL","FO±"
"Brendan Gallagher","BRENDAN.GALLAGHER","8475848","21-22","MTL","R","R",1992-05-06,29,2010,5,147,43,653.37,5,7,2,14,110,147,184,15.44,4.55,3.4,10.5,23,15,13,43,51,18,26,1,1,8,10,20,-10
"Brendan Gaunce","BRENDAN.GAUNCE","8476867","21-22","CBJ","C","L",1994-03-25,27,2012,1,26,16,125.75,4,1,1,6,25,35,38,2.56,16,11.43,7.31,6,0,2,25,5,3,1,0,0,-2,16,15,1
"Brendan Guhle","BRENDAN.GUHLE","8478425","21-22","ANA","D","L",1997-07-29,24,2015,2,51,6,88,0,0,0,0,6,13,18,0.41,0,0,3.15,4,5,0,11,10,0,0,0,0,0,0,0,0
"Brendan Lemieux","BRENDAN.LEMIEUX","8477962","21-22","L.A","L","L",1996-03-15,25,2014,2,31,44,484.53,8,2,1,11,63,97,126,6.76,12.7,8.25,6.97,15,13,9,108,54,13,14,8,7,0,11,12,-1
"Brendan Perlini","BRENDAN.PERLINI","8477943","21-22","EDM","L","L",1996-04-27,25,2014,1,12,23,192.57,4,1,0,5,24,34,44,2,16.67,11.76,5.88,3,2,3,29,12,3,0,0,0,-3,0,1,-1
"Brendan Smith","BRENDAN.SMITH","8474090","21-22","CAR","D","L",1989-02-08,32,2007,1,27,32,448.22,3,0,2,5,38,53,88,1.25,7.89,5.66,2.36,29,8,10,55,56,10,7,2,2,-3,0,0,0
"Brenden Dillon","BRENDEN.DILLON","8475455","21-22","WPG","D","L",1990-11-13,30,2009,NA,NA,64,1233.58,2,5,12,19,76,118,185,3.24,2.63,1.69,2.75,91,40,14,179,71,19,8,4,4,-11,0,0,0
"Brent Burns","BRENT.BURNS","8470613","21-22","S.J","D","R",1985-03-09,36,2003,1,20,65,1709.13,6,20,16,42,164,230,349,6.61,3.66,2.61,2.87,118,71,48,44,46,16,7,0,0,-9,0,1,-1
"Brett Connolly","BRETT.CONNOLLY","8475792","21-22","CHI","R","R",1992-05-02,29,2010,1,6,9,75.57,0,1,0,1,6,9,13,0.57,0,0,6.33,3,0,2,7,2,0,0,1,0,-1,0,0,0
"Brett Howden","BRETT.HOWDEN","8479353","21-22","VGK","C","L",1998-03-29,23,2016,1,27,47,500.82,9,6,5,20,39,60,69,6.24,23.08,15,10.4,36,14,13,62,61,6,7,0,0,1,140,151,-11
"Brett Kulak","BRETT.KULAK","8476967","21-22","EDM","D","L",1994-01-06,27,2012,4,105,3,52.92,0,0,0,0,3,3,4,0.12,0,0,4,3,3,0,6,5,1,0,0,0,-1,0,0,0
"Brett Kulak","BRETT.KULAK","8476967","21-22","MTL","D","L",1994-01-06,27,2012,4,105,56,1006.35,3,5,5,13,63,79,122,1.91,4.76,3.8,2.42,48,46,15,64,88,14,10,1,1,-4,0,0,0
"Brett Leason","BRETT.LEASON","8481517","21-22","WSH","R","R",1999-04-30,22,2019,2,56,36,322.4,3,2,1,6,45,54,67,2.87,6.67,5.56,5.31,14,4,9,16,29,2,0,0,0,-2,3,5,-2
"Brett Murray","BRETT.MURRAY","8479419","21-22","BUF","L","L",1998-07-20,23,2016,4,99,19,246.3,2,3,1,6,14,22,25,2.88,14.29,9.09,13.09,2,5,4,17,16,4,4,1,1,0,0,0,0
"Brett Pesce","BRETT.PESCE","8477488","21-22","CAR","D","R",1994-11-15,26,2013,3,66,54,1179.12,7,9,7,23,119,163,232,4.9,5.88,4.29,3.01,75,25,35,33,47,9,7,1,1,-2,0,0,0
"Brett Ritchie","BRETT.RITCHIE","8476439","21-22","CGY","R","R",1993-07-01,28,2011,2,44,31,301,1,0,0,1,46,64,78,4.04,2.17,1.56,6.31,4,7,2,53,25,12,5,1,1,-7,0,2,-2
"Brian Boyle","BRIAN.BOYLE","8470619","21-22","PIT","C","L",1984-12-18,36,2003,1,26,53,581.13,8,4,2,14,77,97,109,7.04,10.39,8.25,7.26,33,8,12,76,41,5,5,3,3,0,146,173,-27
"Brian Dumoulin","BRIAN.DUMOULIN","8475208","21-22","PIT","D","L",1991-09-06,30,2009,2,51,61,1341.1,3,2,11,16,79,118,156,3.1,3.8,2.54,2.63,117,36,27,67,139,7,4,0,0,-3,0,0,0
"Brock Boeser","BROCK.BOESER","8478444","21-22","VAN","R","R",1997-02-25,24,2015,1,23,62,1150.18,19,7,12,38,172,248,339,20.08,11.05,7.66,8.1,21,19,28,29,28,9,10,0,0,1,11,13,-2
"Brock McGinn","BROCK.MCGINN","8476934","21-22","PIT","L","L",1994-02-02,27,2012,2,47,56,841.65,11,6,1,18,91,118,142,9.29,12.09,9.32,7.87,44,17,16,85,80,5,9,0,0,4,15,28,-13
"Brock Nelson","BROCK.NELSON","8475754","21-22","NYI","C","L",1991-10-15,29,2010,1,30,55,971.98,31,8,7,46,136,171,225,18.92,22.79,18.13,11.06,37,33,33,28,51,14,15,1,1,1,367,376,-9
"Bryan Rust","BRYAN.RUST","8475810","21-22","PIT","R","R",1992-05-11,29,2010,3,80,45,845.83,22,21,12,55,143,196,231,19.93,15.38,11.22,10.17,17,25,15,28,56,6,7,0,0,1,1,5,-4
"Buddy Robinson","BUDDY.ROBINSON","8477210","21-22","ANA","R","R",1991-09-30,29,2010,NA,NA,30,272.62,1,3,2,6,36,44,49,2.86,2.78,2.27,6.5,10,6,5,52,13,2,2,3,3,0,0,5,-5
"Cal Clutterbuck","CAL.CLUTTERBUCK","8473504","21-22","NYI","R","R",1987-11-18,33,2006,3,72,59,827.97,6,1,8,15,74,95,113,8.11,8.11,6.32,8.54,23,14,21,229,85,5,13,0,0,8,11,4,7
"Cal Foote","CAL.FOOTE","8479984","21-22","T.B","D","R",1998-12-13,22,2017,1,14,42,554.68,1,4,2,7,35,59,93,1.53,2.86,1.69,2.59,46,10,3,65,66,6,6,1,1,0,0,0,0
"Cale Makar","CALE.MAKAR","8480069","21-22","COL","D","R",1998-10-30,22,2017,1,4,62,1580.68,24,24,25,73,189,250,396,10.42,12.7,9.6,4.17,84,29,33,76,61,8,13,0,0,5,0,0,0
"Caleb Jones","CALEB.JONES","8478452","21-22","CHI","D","L",1997-06-06,24,2015,4,117,42,694.92,4,2,7,13,42,52,79,1.81,9.52,7.69,3.48,50,20,14,66,63,7,7,0,0,0,0,0,0
"Calen Addison","CALEN.ADDISON","8480884","21-22","MIN","D","R",2000-04-11,21,2018,2,53,15,206.83,2,1,1,4,17,24,36,0.64,11.76,8.33,2.67,6,1,0,12,14,1,4,0,0,3,0,0,0
"Calle Jarnkrok","CALLE.JARNKROK","8475714","21-22","CGY","C","R",1991-09-25,29,2010,2,51,5,69.68,0,1,0,1,9,12,16,1.37,0,0,11.42,1,0,0,6,4,0,1,0,0,1,39,33,6
"Calle Jarnkrok","CALLE.JARNKROK","8475714","21-22","SEA","C","R",1991-09-25,29,2010,2,51,49,823.32,12,3,11,26,82,114,139,9.34,14.63,10.53,8.19,14,12,21,28,59,1,7,0,0,6,129,132,-3
"Calle Rosen","CALLE.ROSEN","8480157","21-22","STL","D","L",1994-02-02,27,2012,NA,NA,7,105.12,0,0,2,2,5,7,15,0.25,0,0,3.57,7,5,0,0,5,1,0,0,0,-1,0,0,0
"Calvin De Haan","CALVIN.DE HAAN","8475177","21-22","CHI","D","L",1991-05-09,30,2009,1,12,61,1166.18,2,2,2,6,97,137,200,3.35,2.06,1.46,2.45,154,53,16,123,71,13,9,1,1,-4,0,0,0
"Cam Atkinson","CAM.ATKINSON","8474715","21-22","PHI","R","R",1989-06-05,32,2008,6,157,66,1216.88,23,20,7,50,200,252,302,22.83,11.5,9.13,9.06,42,27,34,18,37,5,5,0,0,0,4,10,-6
"Cam Dineen","CAM.DINEEN","8479341","21-22","ARI","D","L",1998-06-19,23,2016,3,68,20,297.5,0,2,4,6,30,43,55,1.42,0,0,3.3,25,9,2,8,39,1,3,0,0,2,0,0,0
"Cam Fowler","CAM.FOWLER","8475764","21-22","ANA","D","L",1991-12-05,29,2010,1,12,63,1532.37,7,16,11,34,108,148,265,6.38,6.48,4.73,4.31,94,36,24,32,69,7,4,0,0,-3,0,0,0
"Cam York","CAM.YORK","8481546","21-22","PHI","D","L",2001-01-05,20,2019,1,14,23,427.17,2,5,1,8,22,33,49,1.1,9.09,6.06,3.33,30,8,4,17,40,2,3,0,0,1,0,0,0
"Carl Grundstrom","CARL.GRUNDSTROM","8479336","21-22","L.A","R","L",1997-12-01,23,2016,2,57,44,483.42,7,3,1,11,69,95,116,6.9,10.14,7.37,7.26,13,9,9,108,55,8,5,0,0,-3,5,8,-3
"Carl Hagelin","CARL.HAGELIN","8474176","21-22","WSH","L","L",1988-08-23,33,2007,6,168,53,754.57,3,5,6,14,71,96,117,7.76,4.23,3.12,8.08,12,15,14,32,44,10,6,0,0,-4,4,10,-6
"Carson Soucy","CARSON.SOUCY","8477369","21-22","SEA","D","L",1994-07-27,27,2013,5,137,48,831.57,9,6,2,17,73,90,124,3.05,12.33,10,3.39,54,21,19,89,78,12,2,1,1,-10,0,0,0
"Carter Rowney","CARTER.ROWNEY","8477240","21-22","DET","C/R","R",1989-05-10,32,2007,NA,NA,26,277.38,4,1,1,6,15,21,27,2.38,26.67,19.05,11.33,20,5,4,36,23,0,2,0,0,2,74,91,-17
"Carter Verhaeghe","CARTER.VERHAEGHE","8477409","21-22","FLA","C","L",1995-08-14,26,2013,3,82,64,1041.18,21,18,9,48,136,191,254,16.86,15.44,10.99,8.83,14,42,57,37,109,22,11,0,0,-11,15,7,8
"Casey Cizikas","CASEY.CIZIKAS","8475231","21-22","NYI","C","L",1991-02-27,30,2009,4,92,57,790.55,8,4,1,13,68,99,113,8.05,11.76,8.08,8.13,38,25,26,116,82,19,15,0,0,-4,419,340,79
"Casey Fitzgerald","CASEY.FITZGERALD","8479578","21-22","BUF","D","R",1997-02-25,24,2016,3,86,23,403.58,0,3,1,4,28,33,46,0.8,0,0,2.42,24,11,8,54,29,2,4,4,4,2,0,0,0
"Casey Mittelstadt","CASEY.MITTELSTADT","8479999","21-22","BUF","C","L",1998-11-22,22,2017,1,8,25,400.85,3,3,6,12,47,60,74,4.16,6.38,5,6.93,10,11,8,9,33,1,3,0,0,2,132,157,-25
"Cedric Paquette","CEDRIC.PAQUETTE","8476975","21-22","MTL","C","L",1993-08-13,28,2012,4,101,24,212.65,0,1,1,2,16,21,26,1.29,0,0,6.14,14,4,5,58,13,5,1,1,0,-5,31,73,-42
"Chad Ruhwedel","CHAD.RUHWEDEL","8477244","21-22","PIT","D","R",1990-05-07,31,2008,NA,NA,63,964.85,3,3,4,10,71,106,147,2.37,4.23,2.83,2.24,62,15,15,124,70,6,10,0,0,4,0,0,0
"Chandler Stephenson","CHANDLER.STEPHENSON","8476905","21-22","VGK","C","L",1994-04-22,27,2012,3,77,65,1254.77,17,13,21,51,101,127,157,14.54,16.83,13.39,11.45,37,28,36,57,123,13,14,0,0,1,522,502,20
"Charlie Coyle","CHARLIE.COYLE","8475745","21-22","BOS","C","R",1992-03-02,29,2010,1,28,65,1129.73,14,15,9,38,97,142,165,13.04,14.43,9.86,9.18,34,35,27,74,56,10,10,0,0,0,412,452,-40
"Charlie McAvoy","CHARLIE.MCAVOY","8479325","21-22","BOS","D","R",1997-12-21,23,2016,1,14,62,1522.23,8,10,24,42,130,175,230,6.85,6.15,4.57,3.91,100,60,21,123,155,21,15,2,3,-5,0,0,0
"Chase Priskie","CHASE.PRISKIE","8479597","21-22","FLA","D","R",1996-03-19,25,2016,6,177,4,56.02,0,0,0,0,4,5,7,0.26,0,0,5.2,3,4,1,3,6,1,1,0,0,0,0,0,0
"Chris Kreider","CHRIS.KREIDER","8475184","21-22","NYR","C/L","L",1991-04-30,30,2009,1,19,66,1235.83,44,8,10,62,207,280,328,30.78,21.26,15.71,10.99,34,38,19,122,41,10,5,0,0,-5,60,51,9
"Chris Tanev","CHRIS.TANEV","8475690","21-22","CGY","D","R",1989-12-20,31,2008,NA,NA,65,1333.57,5,10,9,24,70,104,145,2.64,7.14,4.81,2.54,116,50,25,39,165,9,6,0,0,-3,0,0,0
"Chris Tierney","CHRIS.TIERNEY","8476919","21-22","OTT","C","L",1994-07-01,27,2012,2,55,57,728.63,6,1,11,18,64,88,107,7.57,9.38,6.82,8.6,27,29,21,35,40,6,3,0,0,-3,229,248,-19
"Chris Wideman","CHRIS.WIDEMAN","8475227","21-22","MTL","D","R",1990-01-07,31,2009,4,100,53,787.18,2,9,9,20,62,83,125,2.65,3.23,2.41,3.19,35,45,11,36,80,17,7,1,1,-10,0,0,0
"Christian Dvorak","CHRISTIAN.DVORAK","8477989","21-22","MTL","L","L",1996-02-02,25,2014,2,58,40,703.9,8,10,1,19,64,84,104,8.97,12.5,9.52,10.68,44,20,11,25,47,6,11,0,0,5,398,304,94
"Christian Fischer","CHRISTIAN.FISCHER","8478432","21-22","ARI","R","R",1997-04-15,24,2015,2,32,53,695.08,5,4,1,10,76,95,123,7.73,6.58,5.26,8.14,22,24,17,91,75,7,13,0,0,6,76,147,-71
"Christian Jaros","CHRISTIAN.JAROS","8478868","21-22","N.J","D","R",1996-04-02,25,2015,5,139,11,121.12,0,0,0,0,9,14,21,0.64,0,0,4.57,10,5,1,21,13,1,1,0,0,0,0,0,0
"Christian Wolanin","CHRISTIAN.WOLANIN","8478846","21-22","L.A","D","L",1995-03-17,26,2015,4,107,8,123.97,1,1,0,2,5,7,11,0.31,20,14.29,4.43,11,3,4,5,5,1,1,0,0,0,0,0,0
"Clark Bishop","CLARK.BISHOP","8478056","21-22","OTT","C","L",1996-03-29,25,2014,5,127,9,75.08,0,0,1,1,8,16,22,0.83,0,0,5.19,3,2,0,12,12,3,4,0,0,1,3,3,0
"Claude Giroux","CLAUDE.GIROUX","8473512","21-22","FLA","C/R","R",1988-01-12,33,2006,1,22,3,59.83,0,1,3,4,9,13,19,0.53,0,0,4.08,0,2,0,5,2,1,1,0,0,0,27,21,6
"Claude Giroux","CLAUDE.GIROUX","8473512","21-22","PHI","C/R","R",1988-01-12,33,2006,1,22,57,1095.5,18,10,13,41,154,198,249,12.09,11.69,9.09,6.11,15,26,21,48,44,10,19,0,0,9,587,377,210
"Clayton Keller","CLAYTON.KELLER","8479343","21-22","ARI","C/R","L",1998-07-29,23,2016,1,7,66,1330.75,28,22,13,63,175,226,272,20.81,16,12.39,9.21,31,51,61,17,83,14,23,0,0,9,29,39,-10
"Cody Ceci","CODY.CECI","8476879","21-22","EDM","D","R",1993-12-21,27,2012,1,15,63,1310.43,3,6,12,21,86,111,172,2.65,3.49,2.7,2.39,90,29,8,94,121,6,2,0,0,-4,0,0,0
"Cody Eakin","CODY.EAKIN","8475236","21-22","BUF","C","L",1991-05-24,30,2009,3,85,62,843.98,4,2,5,11,71,88,110,4.66,5.63,4.55,5.3,27,14,19,32,27,10,7,0,0,-3,420,339,81
"Cole Caufield","COLE.CAUFIELD","8481540","21-22","MTL","R","R",2001-01-02,20,2019,1,15,51,829.25,14,12,7,33,136,190,241,14.38,10.29,7.37,7.57,6,21,20,14,31,4,15,0,0,11,3,3,0
"Cole Perfetti","COLE.PERFETTI","8482149","21-22","WPG","C","L",2002-01-01,19,2020,1,10,18,254.67,2,5,0,7,21,34,48,2.75,9.52,5.88,8.09,2,5,7,17,19,0,2,0,0,2,0,3,-3
"Cole Sillinger","COLE.SILLINGER","8482705","21-22","CBJ","C","L",2003-05-16,18,2021,1,12,63,850.05,11,5,5,21,118,161,202,12.2,9.32,6.83,7.58,34,14,16,70,48,10,11,1,1,1,280,309,-29
"Cole Smith","COLE.SMITH","8482062","21-22","NSH","L","L",1995-10-28,25,2014,NA,NA,8,70.68,0,0,0,0,3,4,6,0.22,0,0,5.5,1,2,3,21,8,0,1,0,0,1,0,1,-1
"Colin Blackwell","COLIN.BLACKWELL","8476278","21-22","SEA","C","R",1993-03-28,28,2011,7,194,39,487.07,8,4,5,17,61,74,97,5.81,13.11,10.81,7.85,16,12,12,57,30,2,3,0,0,1,39,45,-6
"Colin Miller","COLIN.MILLER","8476525","21-22","BUF","D","R",1992-10-29,28,2012,5,151,36,688.53,2,7,5,14,46,70,98,1.61,4.35,2.86,2.3,40,10,6,45,46,8,5,1,1,-3,0,0,0
"Colin White (C)","COLIN.WHITE2","8478400","21-22","OTT","C","R",1997-01-30,24,2015,1,21,15,234.13,2,4,1,7,34,43,49,4.64,5.88,4.65,10.79,2,9,2,12,17,1,1,0,0,0,39,43,-4
"Colton Parayko","COLTON.PARAYKO","8476892","21-22","STL","D","R",1993-05-12,28,2012,3,86,63,1514.63,6,5,14,25,111,152,200,6.44,5.41,3.95,4.24,142,38,36,65,103,8,15,0,0,7,0,0,0
"Colton Sceviour","COLTON.SCEVIOUR","8474098","21-22","EDM","C","R",1989-04-20,32,2007,4,112,35,331.57,2,2,1,5,38,53,60,3.15,5.26,3.77,5.94,20,10,9,41,29,3,3,2,2,0,29,33,-4
"Colton Sissons","COLTON.SISSONS","8476925","21-22","NSH","C","R",1993-11-05,27,2012,2,50,63,1010.22,6,10,11,27,71,107,126,9.68,8.45,5.61,9.05,32,20,13,150,62,11,5,0,0,-6,566,438,128
"Colton White","COLTON.WHITE","8478841","21-22","N.J","D","L",1997-05-03,24,2015,4,97,25,325.13,0,1,3,4,18,30,44,0.84,0,0,2.8,12,10,1,17,63,4,2,0,0,-2,0,0,0
"Connor Brown","CONNOR.BROWN","8477015","21-22","OTT","R","R",1994-01-14,27,2012,6,156,51,1030.17,10,15,12,37,104,145,193,12.12,9.62,6.9,8.36,33,44,41,11,58,3,15,0,0,12,39,52,-13
"Connor Bunnaman","CONNOR.BUNNAMAN","8479382","21-22","PHI","C","L",1998-04-16,23,2016,4,109,15,150.15,0,0,0,0,10,15,17,1.07,0,0,7.13,2,2,0,17,10,2,1,0,0,-1,57,50,7
"Connor Clifton","CONNOR.CLIFTON","8477365","21-22","BOS","D","R",1995-04-28,26,2013,5,133,48,774.85,2,2,3,7,64,87,120,1.97,3.12,2.3,2.26,51,9,16,125,135,10,9,2,2,-1,0,0,0
"Connor Dewar","CONNOR.DEWAR","8480980","21-22","MIN","C","L",1999-06-26,22,2018,3,92,30,295.2,2,2,1,5,38,50,72,2.68,5.26,4,5.36,18,5,6,41,31,5,9,1,1,4,50,60,-10
"Connor McDavid","CONNOR.MCDAVID","8478402","21-22","EDM","C","L",1997-01-13,24,2015,1,1,66,1469.9,36,37,25,98,254,325,398,36.87,14.17,11.08,11.34,23,64,55,62,100,12,46,1,0,33,453,386,67
"Connor McMichael","CONNOR.MCMICHAEL","8481580","21-22","WSH","C","L",2001-01-15,20,2019,1,25,63,661.2,9,7,2,18,99,127,152,11.51,9.09,7.09,9.06,19,10,15,40,33,5,5,0,0,0,128,177,-49
"Connor Murphy","CONNOR.MURPHY","8476473","21-22","CHI","D","R",1993-03-26,28,2011,1,20,57,1240.28,4,2,4,10,71,98,150,2.52,5.63,4.08,2.57,150,47,19,130,136,21,11,1,2,-9,0,0,0
"Conor Garland","CONOR.GARLAND","8478856","21-22","VAN","R","R",1996-03-11,25,2015,5,123,63,1012.75,14,14,7,35,172,215,266,14.18,8.14,6.51,6.6,13,30,39,46,94,12,31,0,0,19,3,5,-2
"Conor Sheary","CONOR.SHEARY","8477839","21-22","WSH","L","L",1992-06-08,29,2010,NA,NA,58,898.88,16,10,8,34,110,153,178,13.21,14.55,10.46,8.63,37,11,31,38,76,7,14,0,0,7,10,14,-4
"Conor Timmins","CONOR.TIMMINS","8479982","21-22","ARI","D","R",1998-09-18,22,2017,2,32,6,106.48,0,0,0,0,5,10,17,0.33,0,0,3.3,9,2,3,7,8,0,0,0,0,0,0,0,0
"Corey Perry","COREY.PERRY","8470621","21-22","T.B","R","R",1985-05-16,36,2003,1,28,65,878.9,16,14,3,33,120,161,187,17.87,13.33,9.94,11.1,23,20,15,59,90,21,24,1,1,3,0,2,-2
"Corey Schueneman","COREY.SCHUENEMAN","8481461","21-22","MTL","D","L",1995-09-02,26,2013,NA,NA,16,260.95,1,2,1,4,24,33,44,1.1,4.17,3.03,3.33,21,9,5,7,30,4,3,0,0,-1,0,0,0
"Craig Smith","CRAIG.SMITH","8475225","21-22","BOS","C","R",1989-09-05,32,2009,4,98,58,840.38,15,10,6,31,151,198,255,12.37,9.93,7.58,6.25,23,23,18,79,77,13,12,0,0,-1,2,8,-6
"Curtis Lazar","CURTIS.LAZAR","8477508","21-22","BOS","C","R",1995-02-02,26,2013,1,17,54,641.13,6,4,3,13,69,92,111,7.35,8.7,6.52,7.99,40,8,11,140,94,6,9,0,0,3,105,110,-5
"Dakota Joshua","DAKOTA.JOSHUA","8478057","21-22","STL","C","L",1996-05-15,25,2014,5,128,25,204.92,2,2,1,5,19,26,32,2.65,10.53,7.69,10.19,9,8,7,64,31,2,2,2,2,0,39,33,6
"Damon Severson","DAMON.SEVERSON","8476923","21-22","N.J","D","R",1994-08-07,27,2012,2,60,64,1515.45,10,16,11,37,138,193,271,7.77,7.25,5.18,4.03,74,46,38,66,84,24,5,1,1,-19,0,0,0
"Dan Renouf","DAN.RENOUF","8479252","21-22","DET","D","L",1994-06-01,27,2012,NA,NA,4,56.02,0,0,0,0,3,4,5,0.06,0,0,1.5,2,1,1,4,4,1,1,1,1,0,0,0,0
"Daniel O'Regan","DANIEL.O'REGAN","8476982","21-22","ANA","C","R",1994-01-30,27,2012,5,138,5,50.28,0,1,0,1,2,2,6,0.22,0,0,11,4,0,1,3,5,0,0,0,0,0,11,17,-6
"Daniel Sprong","DANIEL.SPRONG","8478466","21-22","WSH","R","R",1997-03-17,24,2015,2,46,47,599.12,8,4,2,14,102,145,179,9.75,7.84,5.52,6.72,12,17,15,35,40,4,2,0,0,-2,0,2,-2
"Daniil Miromanov","DANIIL.MIROMANOV","8482624","21-22","VGK","D","R",1997-07-11,24,2015,NA,NA,11,107.62,0,0,1,1,15,21,32,0.61,0,0,2.9,6,2,1,5,12,1,2,0,0,1,0,0,0
"Danny Dekeyser","DANNY.DEKEYSER","8477215","21-22","DET","D","L",1990-03-07,31,2008,NA,NA,43,797.5,0,4,2,6,50,63,99,2.2,0,0,3.49,80,11,5,29,37,6,0,0,0,-6,0,0,0
"Dante Fabbro","DANTE.FABBRO","8479371","21-22","NSH","D","R",1998-06-20,23,2016,1,17,53,1013.67,1,10,7,18,69,100,146,2.55,1.45,1,2.55,76,23,15,48,101,11,8,0,0,-3,0,0,0
"Danton Heinen","DANTON.HEINEN","8478046","21-22","PIT","L","L",1995-07-05,26,2014,4,116,61,812.65,14,8,5,27,111,149,179,14.02,12.61,9.4,9.41,26,19,28,61,76,7,7,0,0,0,0,3,-3
"Darnell Nurse","DARNELL.NURSE","8477498","21-22","EDM","D","L",1995-02-04,26,2013,1,7,60,1534.4,7,10,12,29,178,248,357,8.8,3.93,2.82,3.55,114,64,27,171,53,23,8,0,0,-15,0,0,0
"Darren Helm","DARREN.HELM","8471794","21-22","COL","C","L",1987-01-21,34,2005,5,132,53,548.03,5,3,2,10,76,93,114,7.5,6.58,5.38,8.06,20,5,21,88,42,4,3,0,0,-1,54,72,-18
"David Kampf","DAVID.KAMPF","8480144","21-22","TOR","C","L",1995-01-12,26,2013,NA,NA,65,975.47,8,8,5,21,81,105,129,8.76,9.88,7.62,8.34,21,17,19,63,80,9,11,0,0,2,484,429,55
"David Pastrnak","DAVID.PASTRNAK","8477956","21-22","BOS","R","R",1996-05-25,25,2014,1,25,65,1214.17,37,20,9,66,287,402,515,28.11,12.89,9.2,6.99,12,70,31,60,81,9,20,0,0,11,6,13,-7
"David Perron","DAVID.PERRON","8474102","21-22","STL","L","R",1988-05-28,33,2007,1,26,51,868.28,23,8,13,44,137,180,247,13,16.79,12.78,7.22,10,15,26,66,41,17,14,0,0,-3,1,3,-2
"David Savard","DAVID.SAVARD","8475233","21-22","MTL","D","R",1990-10-22,30,2009,4,94,46,954.62,3,4,5,12,49,66,93,2.68,6.12,4.55,4.06,98,42,7,105,55,13,8,0,0,-5,0,0,0
"Dawson Mercer","DAWSON.MERCER","8482110","21-22","N.J","C","R",2001-10-27,19,2020,1,18,66,1080.23,16,18,3,37,125,160,206,14.94,12.8,10,9.34,30,44,47,19,101,11,15,0,0,4,173,319,-146
"Dean Kukan","DEAN.KUKAN","8478567","21-22","CBJ","D","L",1993-07-08,28,2011,NA,NA,34,541.55,3,1,6,10,36,47,62,1.93,8.33,6.38,4.11,31,11,8,27,36,7,4,0,0,-3,0,0,0
"Denis Gurianov","DENIS.GURIANOV","8478495","21-22","DAL","R","L",1997-06-07,24,2015,1,12,60,859.57,11,11,7,29,129,173,240,11.53,8.53,6.36,6.66,28,37,9,59,43,8,8,0,0,0,0,0,0
"Dennis Cholowski","DENNIS.CHOLOWSKI","8479395","21-22","WSH","D","L",1998-02-15,23,2016,1,20,7,95.08,0,0,1,1,3,6,10,0.14,0,0,2.33,9,4,1,3,3,1,1,0,0,0,0,0,0
"Derek Forbort","DEREK.FORBORT","8475762","21-22","BOS","D","L",1992-03-04,29,2010,1,15,61,1119.83,4,1,5,10,51,71,104,1.46,7.84,5.63,2.06,80,27,13,103,101,12,10,2,2,-2,0,0,0
"Derek Grant","DEREK.GRANT","8474683","21-22","ANA","C","L",1990-04-20,31,2008,4,119,59,834.08,11,6,1,18,98,129,158,10.32,11.22,8.53,8,40,13,16,59,30,6,3,1,1,-3,171,160,11
"Derek Ryan","DEREK.RYAN","8478585","21-22","EDM","C","R",1986-12-29,34,2005,NA,NA,61,690.9,8,5,5,18,59,77,92,6.75,13.56,10.39,8.77,26,14,20,27,50,3,4,0,0,1,250,189,61
"Derek Stepan","DEREK.STEPAN","8474613","21-22","CAR","C","R",1990-06-18,31,2008,2,51,49,535.03,8,5,3,16,86,112,129,8.48,9.3,7.14,7.57,25,12,21,27,44,5,4,0,0,-1,214,166,48
"Derick Brassard","DERICK.BRASSARD","8473544","21-22","PHI","C","L",1987-09-22,33,2006,1,6,31,445.47,6,7,3,16,46,52,65,4.59,13.04,11.54,8.83,4,8,9,61,24,5,5,0,0,0,158,150,8
"Devin Shore","DEVIN.SHORE","8476913","21-22","EDM","C","L",1994-07-19,27,2012,2,61,45,425.7,5,4,2,11,33,49,59,3.83,15.15,10.2,7.82,21,8,14,59,47,4,3,0,0,-1,84,95,-11
"Devon Toews","DEVON.TOEWS","8478038","21-22","COL","D","L",1994-02-21,27,2014,4,108,55,1402.77,12,10,25,47,140,177,233,7.39,8.57,6.78,4.18,74,30,38,45,27,8,4,0,0,-4,0,0,0
"Dillon Dube","DILLON.DUBE","8479346","21-22","CGY","C","L",1998-07-20,23,2016,2,56,62,781.8,9,6,6,21,111,143,176,10.9,8.11,6.29,7.62,11,15,21,62,103,9,14,0,0,5,72,89,-17
"Dillon Heatherington","DILLON.HEATHERINGTON","8477471","21-22","OTT","D","L",1995-05-09,26,2013,2,50,9,111,0,0,0,0,4,6,9,0.43,0,0,7.17,2,2,0,18,7,1,0,1,1,-1,0,0,0
"Dmitrij Jaskin","DMITRIJ.JASKIN","8476436","21-22","ARI","R","L",1993-03-23,28,2011,2,41,12,177.42,0,1,0,1,23,33,43,2.1,0,0,6.36,9,8,3,47,18,2,0,0,1,-1,5,5,0
"Dmitry Kulikov","DMITRY.KULIKOV","8475179","21-22","MIN","D","L",1990-10-29,30,2009,1,14,62,1099.33,4,9,4,17,51,79,124,3.53,7.84,5.06,4.47,73,22,11,76,106,12,10,1,1,-2,0,0,0
